logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000025373	-0.352489887083101	6.96860183856356	-8.74495585705966	2.92246861720701e-18	2.27848795859879e-16	30.7121980447111
ENSMUSG00000033854	0.2179224868221	7.4640640424637	8.73237864875825	3.26159831686459e-18	2.52793055429458e-16	30.5154375149331
ENSMUSG00000042312	0.348209780253848	7.19240677025288	8.72226473207904	3.56225887045911e-18	2.74481420334323e-16	30.5067418780829
ENSMUSG00000085169	0.370184658615837	7.22148681747451	8.70654822793827	4.08460853363455e-18	3.12900011855633e-16	30.3736239948761
ENSMUSG00000017724	0.41418480307535	6.99598261768005	8.69216461609643	4.62856764906862e-18	3.52520273665481e-16	30.2592801245027
ENSMUSG00000083808	0.391115020920943	7.3098926981362	8.68960985822567	4.7324014337861e-18	3.58357018917044e-16	30.2170225599053
ENSMUSG00000020717	0.301194656604265	6.99189086908175	8.68408517243749	4.964872298285e-18	3.716883943307e-16	30.1949072252073
ENSMUSG00000073478	-0.352321049352907	7.29784426000084	-8.68467642314157	4.93946411132358e-18	3.716883943307e-16	30.1776953241414
ENSMUSG00000015127	0.229967515827771	7.11408962443442	8.67429478126056	5.40485748686944e-18	4.00080911499953e-16	30.1128951109116
ENSMUSG00000022412	-0.355269853566683	7.22370242308474	-8.675578081045	5.3450633686529e-18	3.97890140934297e-16	30.1120396415036
ENSMUSG00000024899	0.31823472443559	7.18667470493852	8.67350931478005	5.44178087942745e-18	4.0056371434266e-16	30.0957883655783
ENSMUSG00000071714	0.244458416517118	7.33561919067914	8.66275310465792	5.97318676061166e-18	4.37237270876774e-16	29.9793645945612
ENSMUSG00000003166	-0.328757890604185	7.24122815775257	-8.65048561024416	6.64199437068821e-18	4.83507833304905e-16	29.8973100432505
ENSMUSG00000059273	0.192906944905149	6.79633448061124	8.64169379930394	7.1662788139194e-18	5.1783536373062e-16	29.8267819524922
ENSMUSG00000022635	0.411044426171226	7.0976391312419	8.6412764474755	7.19215782959195e-18	5.1783536373062e-16	29.8267732200497
ENSMUSG00000057572	0.300338422093963	7.10888811527088	8.6392225605431	7.32086504460066e-18	5.24237596889447e-16	29.8122686567572
ENSMUSG00000034957	0.259304336439549	7.18933128064138	8.63705019078852	7.45947183337413e-18	5.31275680413716e-16	29.7928318287213
ENSMUSG00000081339	0.281591784677085	7.03289290264181	8.62231086007558	8.47080065785862e-18	6.0006058853734e-16	29.6740711102398
ENSMUSG00000025993	0.200885799296697	7.38508114335235	8.61954360625198	8.67523323987533e-18	6.11256006249183e-16	29.5873531125967
ENSMUSG00000061298	-0.214297870819687	7.29818660566286	-8.61142872121947	9.30322829994817e-18	6.48567915767815e-16	29.5518745973658
ENSMUSG00000060538	-0.241322619840585	7.40192785265694	-8.61521725474554	9.00464522360315e-18	6.31091518437208e-16	29.5503568386339
ENSMUSG00000020101	0.400277831435801	7.07405452633467	8.58111016480883	1.20724631067034e-17	8.24180175616188e-16	29.322843130703
ENSMUSG00000085655	0.192116789237002	7.47243539599165	8.58958260277476	1.12256401059684e-17	7.78468600190734e-16	29.3159498058562
ENSMUSG00000073775	-0.249405073508925	7.25199086128506	-8.58189888548522	1.19910393472753e-17	8.22885075206766e-16	29.3127907414012
ENSMUSG00000026928	0.308959883682761	7.27959499047515	8.57241431141367	1.30071697053321e-17	8.78884451474135e-16	29.2387155459382
ENSMUSG00000019810	-0.301996700495883	6.48626748706907	-8.56997378995181	1.32820989992704e-17	8.92882328644828e-16	29.197168925237
ENSMUSG00000020629	-0.322510065200215	6.92606989070336	-8.56363391482349	1.40233899202334e-17	9.37929876086267e-16	29.1817270377187
ENSMUSG00000033983	-0.139358420554066	7.56683775991443	-8.58685055813459	1.14920961714543e-17	7.92774131701996e-16	29.1771652043881
ENSMUSG00000037822	-0.145180881285643	7.41807331079155	-8.57267653589179	1.29779659524207e-17	8.78884451474135e-16	29.1644958459367
ENSMUSG00000100837	0.275609619097053	7.09305391312877	8.55617973589361	1.49473323904339e-17	9.94677028163421e-16	29.1184851491234
ENSMUSG00000000290	0.337080039769009	6.9500869563937	8.5544218100293	1.51738362760922e-17	1.00467571243111e-15	29.102126819039
ENSMUSG00000021273	-0.266618123793008	7.38063902041257	-8.5316242246539	1.84368285777541e-17	1.21461826670244e-15	28.841824499979
ENSMUSG00000027339	0.243570825577858	7.12776428209816	8.51561514008362	2.1132956860514e-17	1.38531263479668e-15	28.7809842283312
ENSMUSG00000029446	0.217821355736758	6.89222533412816	8.50581438851489	2.29718360679576e-17	1.49840055461094e-15	28.6990163452337
ENSMUSG00000018169	0.323525085625585	7.07912864725666	8.4813629562059	2.82764773773382e-17	1.8284889082639e-15	28.4953856623271
ENSMUSG00000031170	0.505831396574569	7.08777664180742	8.48122358203542	2.83099375596415e-17	1.8284889082639e-15	28.4718731545038
ENSMUSG00000027663	-0.235713899066583	7.36822708120512	-8.47059620722574	3.09797694709764e-17	1.991168012437e-15	28.3609422519984
ENSMUSG00000024663	0.230961537421118	6.86329939721486	8.46243321859572	3.31978404555948e-17	2.12074795180839e-15	28.3382842086191
ENSMUSG00000025612	0.239880924981529	7.21194560620172	8.46079200949053	3.36623576746774e-17	2.13238088808437e-15	28.3185216220054
ENSMUSG00000098112	0.475634304625678	7.21046049463386	8.46200735973846	3.33177615379734e-17	2.12074795180839e-15	28.3093412771103
