logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000055116	-0.458227340139352	6.83249870757105	-10.6169607259778	4.43283638877815e-26	4.29886622236175e-24	48.3433130579593
ENSMUSG00000001123	0.372868092298825	7.02404376542005	10.6112974420211	4.70422079243927e-26	4.46287381265326e-24	48.2853622954943
ENSMUSG00000071451	0.287295451848317	7.3307078200305	10.6129840365454	4.62172091652701e-26	4.44908604699791e-24	48.2821205148238
ENSMUSG00000021585	0.656805472737096	7.13211407328873	10.6113855361844	4.69987574440936e-26	4.46287381265326e-24	48.2586524540598
ENSMUSG00000022912	0.53966872964242	7.11340015156708	10.6037826028116	5.08991657831238e-26	4.79404229088242e-24	48.1973385666176
ENSMUSG00000029726	0.304496346221935	7.17595481293278	10.6021923663123	5.17546949411217e-26	4.83980332977975e-24	48.1900890797302
ENSMUSG00000035413	0.506909879943088	7.01425968519638	10.5932917101214	5.68131011790309e-26	5.27515688394236e-24	48.0973754594837
ENSMUSG00000058600	0.215708734584624	7.14960601451605	10.5864152326311	6.10541361161294e-26	5.62901936642511e-24	48.0292737491578
ENSMUSG00000027475	-0.314223619195593	7.05428027226154	-10.5754033149147	6.85086168447078e-26	6.27213155056583e-24	47.916035079798
ENSMUSG00000044576	0.430586482906084	6.96519188533297	10.5715437725758	7.13293913955221e-26	6.48503050104288e-24	47.8760026500195
ENSMUSG00000042215	-0.445174043757094	6.98104050517371	-10.565146012793	7.62610379936772e-26	6.88558282353946e-24	47.8100781999041
ENSMUSG00000020037	0.335662971372598	6.80839528566516	10.5334607842537	1.06133295782449e-25	9.51710348208097e-24	47.4854681272255
ENSMUSG00000021998	0.471965613651364	7.062654247201	10.5073620657957	1.39246920670405e-25	1.24015012613398e-23	47.2150789267324
ENSMUSG00000020376	0.445991340096833	7.11822862501352	10.5025045250979	1.46455340964855e-25	1.29553602967019e-23	47.1647344995627
ENSMUSG00000027168	0.468522796401626	7.07447985893386	10.4892662279631	1.68032923807517e-25	1.46659135899201e-23	47.0290855093094
ENSMUSG00000021482	0.291484494513685	6.89272773780142	10.4874296533965	1.71265374209716e-25	1.47641829092157e-23	47.0160332772741
ENSMUSG00000004730	0.44304618315206	7.31737216959724	10.4897207797457	1.67242275215128e-25	1.46659135899201e-23	47.0050335491866
ENSMUSG00000037519	0.252526026035538	7.33556664584664	10.487345877935	1.71414283700029e-25	1.47641829092157e-23	46.9774090616804
ENSMUSG00000079215	0.428401870819632	6.77489322282646	10.4561850347877	2.36723384701503e-25	2.01245620292992e-23	46.6960687319945
ENSMUSG00000029231	0.557901068652463	7.01603251650207	10.4564415716421	2.36095982476114e-25	2.01245620292992e-23	46.6941976839275
ENSMUSG00000021036	0.290400252524105	7.17200818350264	10.4426318481563	2.72329548451423e-25	2.30021835375873e-23	46.5568419616076
ENSMUSG00000041598	0.435845652515208	7.16020175568187	10.4406822818373	2.77870320474823e-25	2.32796077242514e-23	46.5298751757579
ENSMUSG00000007021	-0.433966532644776	7.2161549542494	-10.4402304335807	2.79170364551442e-25	2.32796077242514e-23	46.5201182583942
ENSMUSG00000021097	0.482898846957801	6.83240040617242	10.4380547647567	2.85515031554094e-25	2.36579923614316e-23	46.5121501383377
ENSMUSG00000031925	0.533067175933615	7.02325532241584	10.4077816481329	3.90148204654637e-25	3.21246559455252e-23	46.2005618678243
ENSMUSG00000030513	0.555656607308809	6.84400493263473	10.4064695582926	3.95456189409669e-25	3.23582026984462e-23	46.1910102875462
ENSMUSG00000024457	0.172327117672452	7.28164330969778	10.4011528951847	4.17707043617057e-25	3.39665876710218e-23	46.1251166241559
ENSMUSG00000006519	0.456003186569546	7.26965151581861	10.3999303199982	4.2299663588855e-25	3.41843947966228e-23	46.1011393485121
ENSMUSG00000009293	-0.30486035371584	7.15980872621256	-10.3903632857086	4.66747728629663e-25	3.74887194062549e-23	46.0282180174309
ENSMUSG00000031207	0.583120458412989	6.88677403956839	10.3876713033275	4.79847501134099e-25	3.83058749076075e-23	45.9998521818031
ENSMUSG00000068523	0.440766244224985	6.84412431305607	10.3855953659143	4.90197746561466e-25	3.8660656011944e-23	45.9817147202372
ENSMUSG00000006057	-0.502672356171972	7.14834973184163	-10.3856781232114	4.8978093049983e-25	3.8660656011944e-23	45.9658458942748
ENSMUSG00000030255	0.390625443323589	7.1310993480424	10.3725414965387	5.6054510062705e-25	4.39440506431697e-23	45.8460623599756
ENSMUSG00000070509	0.354957650228328	7.28719782992766	10.3620945102462	6.2397833408212e-25	4.83380139041605e-23	45.7125521886787
ENSMUSG00000022696	-0.349554819982721	7.4228704874065	-10.3672596432257	5.91773705183175e-25	4.61160794539174e-23	45.7117804797836
ENSMUSG00000026176	0.42695383800668	7.15586280357124	10.343292734253	7.56574254069899e-25	5.82651184369595e-23	45.545374722945
ENSMUSG00000040158	0.473274656264943	7.02185899939574	10.324200165359	9.19773784388665e-25	7.04191718433708e-23	45.3619001637442
ENSMUSG00000038642	0.339927444354434	7.19550510813124	10.3171377856633	9.88603461835047e-25	7.52488169903746e-23	45.2856915433615
ENSMUSG00000028029	-0.32828106872063	7.08060857865522	-10.3118441911713	1.04351937538115e-24	7.89696859103468e-23	45.2400389230071
ENSMUSG00000031997	-0.301148527414027	7.21674662639795	-10.3046575705785	1.12294047396964e-24	8.44915901448879e-23	45.1572455371565
ENSMUSG00000020432	0.440547572234602	6.99648806798426	10.2951761301387	1.23695284732207e-24	9.25382095836606e-23	45.0722298057845
ENSMUSG00000027221	-0.428360501533708	7.14762035019449	-10.2899901099973	1.30409216330504e-24	9.7006673874941e-23	45.0117527935824
ENSMUSG00000071658	-0.324997201871636	7.44112518149259	-10.2790113178418	1.45837169853355e-24	1.07870069362719e-22	44.8043797180627
ENSMUSG00000035181	0.472830906686216	6.86750675762846	10.2359191219954	2.2594084125027e-24	1.66180758070142e-22	44.4800321653143
ENSMUSG00000061232	0.574476012049972	6.97676032361733	10.230372199059	2.39008554814227e-24	1.74810055845132e-22	44.4203978035795
ENSMUSG00000017057	0.498107241870549	6.93553849177459	10.2252755950109	2.51674220930748e-24	1.83051050023631e-22	44.3735702814453
ENSMUSG00000030339	0.371816375231114	7.04567507675208	10.2244211573627	2.53861746726703e-24	1.83621988295359e-22	44.3663236712369
ENSMUSG00000023988	-0.296447874452106	7.09645886354945	-10.209706649773	2.94630310354762e-24	2.11939561712337e-22	44.2204497270201
ENSMUSG00000020077	0.356452691364939	7.02436668002731	10.2049766060575	3.09065450451652e-24	2.21108463241149e-22	44.1740744152162
ENSMUSG00000028517	0.523616393442316	7.12316798118878	10.2010534812754	3.2156800664268e-24	2.28802627335107e-22	44.1193715909828
ENSMUSG00000002996	0.477089360251623	6.91312122052523	10.1825106044259	3.87784749833163e-24	2.74425834854906e-22	43.9494978465871
ENSMUSG00000007872	0.295547010017282	7.39790436026158	10.1772307244824	4.0899644807877e-24	2.87880725712218e-22	43.8277288903784
ENSMUSG00000029090	0.464138260781745	6.80820084949637	10.1602942297536	4.85103402472992e-24	3.39624264447936e-22	43.7287378270545
ENSMUSG00000050370	0.509485363119285	7.05241540165998	10.1546869361262	5.13270574496162e-24	3.55541712238294e-22	43.6671609661566
ENSMUSG00000046807	0.414939809967945	7.2428690651996	10.1560532096681	5.06261542737929e-24	3.52551921144945e-22	43.6666463369348
ENSMUSG00000038058	0.546471977024061	7.02807200510774	10.1494689055505	5.40935249635786e-24	3.72732857275353e-22	43.6136686060246
ENSMUSG00000000708	0.426515921260988	6.85334928307991	10.1340239558219	6.31776327422871e-24	4.3079248326147e-22	43.4709674337055
ENSMUSG00000016493	0.206705338736613	7.50070837587402	10.1432952312887	5.75579546564275e-24	3.94528137362277e-22	43.3692001467764
ENSMUSG00000054717	0.517001126914293	6.69546086777785	10.1218189420486	7.14118517073114e-24	4.84397176377105e-22	43.345121551595
ENSMUSG00000036461	0.455936125378321	7.16703484165115	10.1213077830746	7.17789888612575e-24	4.84397176377105e-22	43.329780301882
ENSMUSG00000077457	-0.234634899252395	7.43594376151366	-10.11478147183	7.66341137433071e-24	5.14509649808911e-22	43.1215411529924
ENSMUSG00000003644	0.346248303411907	7.3240671466432	10.1019280140199	8.71673090879627e-24	5.82242046214085e-22	43.1189786604715
ENSMUSG00000072949	0.433194069903031	7.08802681932587	10.098391829105	9.0308675208537e-24	6.00163033416328e-22	43.1146439338472
ENSMUSG00000044461	0.407738630689239	6.82331722557223	10.0834131043251	1.04906566463938e-23	6.93654933407008e-22	42.9723661482716
ENSMUSG00000034958	-0.306016487906128	7.18782612778436	-10.0828682482064	1.05479487720841e-23	6.93938418714199e-22	42.9561847065322
ENSMUSG00000002870	0.416306279643499	6.99120989824623	10.0754628525346	1.13580680695463e-23	7.434991358325e-22	42.8950682527353
ENSMUSG00000036606	0.298068581429094	7.22287419522431	10.0740917309995	1.15146870210113e-23	7.50001405368559e-22	42.8704831980404
ENSMUSG00000048406	0.233355347298847	7.44922730160078	10.0701861305044	1.19726342491154e-23	7.75968948462471e-22	42.7241369591887
ENSMUSG00000022548	0.499957288000751	7.07009078757521	10.0543645003592	1.40197581416797e-23	9.04170805866355e-22	42.679501737497
ENSMUSG00000024132	0.420993497349198	6.93815684829549	10.0531714343117	1.41874917064945e-23	9.06061665470373e-22	42.6772771456362
ENSMUSG00000002602	0.357498089071362	7.19452219543307	10.0534631752411	1.41462930445494e-23	9.06061665470373e-22	42.6655505124669
ENSMUSG00000037257	-0.480308948068971	6.98036720537472	-10.0428181043097	1.57290902169241e-23	9.97267411802209e-22	42.5728710699523
ENSMUSG00000070426	-0.518706539515589	7.0840673339769	-10.0425701429139	1.57679769510432e-23	9.97267411802209e-22	42.556387462049
ENSMUSG00000060802	0.498869421283904	6.91720094236157	10.0273590187845	1.8344781766878e-23	1.15466289851907e-21	42.4224877301155
ENSMUSG00000030203	0.483804461196103	6.92261940198977	10.0243088916626	1.89096146453347e-23	1.18451997577379e-21	42.393129816959
