"","Power","SFT.R.sq","slope","truncated.R.sq","mean.k.","median.k.","max.k."
"101",101,0.838570735295078,-0.446345198569381,0.903422377821654,397.448195946637,318.589131090454,1077.17945605624
"102",102,0.839396504186002,-0.449989305076535,0.90412366091957,393.334408124045,314.718120133295,1068.65966907301
"103",103,0.842217378973831,-0.453154529539288,0.906348369739872,389.295059299541,311.146022756277,1060.26996715021
"104",104,0.845868293439081,-0.456156366322539,0.909088560992393,385.328180352785,307.373541463602,1052.0072715831
"105",105,0.848936235830322,-0.459318425594372,0.910309482826315,381.431871095025,304.053819484695,1043.86860323636
"106",106,0.851301146632411,-0.462831952746915,0.913105371588413,377.604297264368,300.981425928096,1035.85107845858
"107",107,0.851194225283896,-0.465667648389309,0.912280065000726,373.843687677686,297.804538650346,1027.95190519978
"108",108,0.851798750737784,-0.469255313987188,0.913151352691761,370.148331529683,294.379911031374,1020.16837932015
"109",109,0.853624149242819,-0.471897083831919,0.915238845841193,366.516575830278,290.935264736629,1012.49788107885
"110",110,0.855631521494656,-0.475181617491916,0.916271107327849,362.946822972063,287.779624197638,1004.9378717927
"111",111,0.858768923209818,-0.478580304864442,0.917918936586652,359.437528420176,284.394843924287,997.485890655044
"112",112,0.859407565126939,-0.480841089510256,0.919299884997871,355.987198517412,281.100101046563,990.139551705788
"113",113,0.860739007574047,-0.483607142412199,0.92147241303008,352.594388397897,277.861413886799,982.896540944199
"114",114,0.8626889653087,-0.485830271068937,0.923600722563841,349.257700003084,274.605686103683,975.754613576552
"115",115,0.8642065204071,-0.489086422649684,0.925362873056664,345.975780194234,271.437286968829,968.711591391255
"116",116,0.864482293601352,-0.492294655425123,0.925018201126826,342.747318955924,268.522312503813,961.765360254513
"117",117,0.865917038901888,-0.496168308626839,0.92560275686688,339.571047685485,265.477502963105,954.913867720044
"118",118,0.866894103077426,-0.498197426977551,0.92603771481895,336.445737563584,262.660614456359,948.155120746742
"119",119,0.866688575831611,-0.500122682827035,0.925882447154819,333.370198001487,259.92494304841,941.487183518585
"120",120,0.8667965374582,-0.50306956089305,0.925380886842176,330.343275160785,257.328091204892,934.908175361387
"121",121,0.867138898819377,-0.506271472302167,0.92505109453932,327.363850541681,254.833525942607,928.416268751382
"122",122,0.869533523179744,-0.510025197017118,0.927065553536542,324.430839636117,252.161073876732,922.009687410852
"123",123,0.869570395127036,-0.51255338698606,0.92734783080204,321.5431906423,249.503256382664,915.68670448637
"124",124,0.871041022187467,-0.515698863184374,0.927221516970675,318.699883237359,247.103948920332,909.445640805423
"125",125,0.871864237291003,-0.518032635097857,0.92849914115575,315.899927405086,244.524493610707,903.284863207488
