"","x"
"1478","blue"
"1479","saddlebrown"
"1480","darkseagreen3"
"1481","green"
"1482","blue"
"1483","darkturquoise"
"1484","black"
"1485","plum1"
"1486","greenyellow"
"1487","salmon"
"1488","mediumpurple3"
"1489","skyblue3"
"1490","brown"
"1491","yellow"
"1492","plum"
"1493","royalblue"
"1494","pink"
"1495","skyblue1"
"1496","green"
"1497","pink"
"1498","mediumpurple3"
"1499","black"
"1500","magenta"
"1501","lavenderblush3"
"1502","brown"
"1503","blue"
"1504","magenta"
"1505","red"
"1506","floralwhite"
"1507","green"
"1508","tan"
"1509","mediumpurple3"
"1510","yellowgreen"
"1511","darkorange2"
"1512","darkgrey"
"1513","pink"
"1514","darkolivegreen"
"1515","darkolivegreen"
"1516","magenta"
"1517","blue"
"1518","turquoise"
"1519","darkorange"
"1520","yellow4"
"1521","darkgrey"
"1522","yellow"
"1523","yellowgreen"
"1524","yellowgreen"
"1525","lightyellow"
"1526","blue"
"1527","paleturquoise"
"1528","tan"
"1529","darkturquoise"
"1530","floralwhite"
"1531","floralwhite"
"1532","darkgreen"
"1533","darkred"
"1534","salmon"
"1535","midnightblue"
"1536","thistle"
"1537","purple"
"1538","brown4"
"1539","bisque4"
"1540","lightgreen"
"1541","royalblue"
"1542","turquoise"
"1543","navajowhite2"
"1544","red"
"1545","lightyellow"
"1546","royalblue"
"1547","royalblue"
"1548","greenyellow"
"1549","darkturquoise"
"1550","royalblue"
"1551","red"
"1552","tan"
"1553","thistle1"
"1554","skyblue"
"1555","brown4"
"1556","darkorange"
"1557","mediumpurple3"
"1558","skyblue"
